time(s),temp_rise(℃）
351,37.6
351.5,37.5
352,37.75
352.5,37.85
353,38.1
353.5,38.6
354,38.65
354.5,38.85
355,38.85
355.5,38.4
356,38.2
356.5,38.3
357,38.4
357.5,38.15
358,38.2
358.5,37.9
359,37.5
359.5,37.4
360,37.5
360.5,37.3
361,37.25
361.5,37.55
362,37.75
362.5,37.4
363,37.2
363.5,37.6
364,37.95
364.5,38.35
365,38.4
365.5,38.75
366,38.9
366.5,39.1
367,39
367.5,38.6
368,39
368.5,38.5
369,38.2
369.5,38.35
370,38.55
370.5,38.75
371,38.6
371.5,38.4
372,38.7
372.5,38.45
373,39.1
373.5,39.45
374,39.55
374.5,39.05
375,39.35
375.5,39.45
376,39.25
376.5,38.7
377,38.65
377.5,39.1
378,39.35
378.5,38.85
379,38.65
379.5,38.45
380,38.2
380.5,38.4
381,38.25
381.5,38.35
382,38.35
382.5,38.25
383,38.5
383.5,38.55
384,39.2
384.5,39.05
385,38.95
385.5,39.1
386,39.05
386.5,39.25
387,39.45
387.5,39.6
388,39
388.5,38.9
389,39
389.5,38.65
390,38.6
390.5,38.8
391,38.85
391.5,38.85
392,38.8
392.5,39.1
393,39.05
393.5,39.15
394,39.5
394.5,39.55
395,39.45
395.5,39.6
396,40
396.5,40.5
397,40.35
397.5,39.8
398,39.6
398.5,39.5
399,39.55
399.5,39.75
400,39.5
400.5,39.35
401,39.3
401.5,39.7
402,39.8
402.5,39.6
403,39.2
403.5,39.25
404,39.4
404.5,39.2
405,38.85
405.5,38.3
406,38.3
406.5,38.3
407,39
407.5,39.45
408,39.4
408.5,39.25
409,38.8
409.5,39.1
410,39.05
410.5,39.35
411,39.35
411.5,38.75
412,38.6
412.5,38.65
413,38.3
413.5,38.7
414,39.15
414.5,39.1
415,39.05
415.5,39.1
416,39.5
416.5,39.35
417,39
417.5,39.4
418,39.2
418.5,38.75
419,38.5
419.5,39
420,39.15
420.5,38.6
421,38.5
421.5,38.55
422,38.7
422.5,38.5
423,38.6
423.5,38.85
424,39
424.5,39.05
425,39.25
425.5,39.7
426,39.35
426.5,39.25
427,39.05
427.5,38.9
428,39
428.5,39.2
429,39.45
429.5,39.55
430,39.6
430.5,39.15
431,39.4
431.5,39.4
432,39.3
432.5,39.45
433,39.2
433.5,39.25
434,39.35
434.5,39.45
435,39.2
435.5,38.9
436,38.75
436.5,38.95
437,39.15
437.5,39.1
438,39.05
438.5,38.9
439,38.6
439.5,38.3
440,38.05
440.5,38
441,38
441.5,38.5
442,39.15
442.5,39.3
443,38.65
443.5,39
444,39.05
444.5,39.25
445,39.2
445.5,39
446,39.05
446.5,39.5
447,39.6
447.5,39.5
448,39.4
448.5,38.9
449,38.3
449.5,37.95
450,38.1
450.5,38.3
451,38.3
451.5,38.7
452,38.75
452.5,39.15
453,38.85
453.5,38.8
454,39
454.5,39.15
455,39.3
455.5,39
456,38.5
456.5,38.6
457,38.8
457.5,38.8
458,38.5
458.5,38
459,37.8
459.5,37.6
460,37.95
460.5,38.1
461,37.85
461.5,37.75
462,37.9
462.5,37.55
463,37.4
463.5,37.3
464,37.75
464.5,37.75
465,38.3
465.5,38.25
466,38.3
466.5,38.5
467,38.45
467.5,38.1
468,38.05
468.5,38.1
469,37.95
469.5,37.55
470,37.75
470.5,37.7
471,37.75
471.5,37.55
472,37.3
472.5,37.25
473,37.2
473.5,37.25
474,37.35
474.5,37.55
475,37.3
475.5,37.4
476,37.2
476.5,37.15
477,37.7
477.5,37.8
478,37.75
478.5,37.55
479,37.2
479.5,36.7
480,36.75
480.5,36.75
481,37.1
481.5,36.7
482,36.4
482.5,36.4
483,36.9
483.5,36.6
484,36.75
484.5,37.1
485,37.1
485.5,37
486,37.2
486.5,37.5
487,37.9
487.5,38.5
488,38.35
488.5,38.15
489,37.95
489.5,37.8
490,37.85
490.5,37.8
491,37.75
491.5,37.5
492,37.25
492.5,37.05
493,37.05
493.5,37.3
494,37.85
494.5,38.05
495,37.65
495.5,37.5
496,38.15
496.5,38.2
497,38.45
497.5,38.3
498,37.9
498.5,37.25
499,36.9
499.5,37.35
500,37.8
500.5,38
501,37.95
501.5,37.95
502,37.8
502.5,37.35
503,37.3
503.5,37.1
504,37.5
504.5,37.35
505,37.3
505.5,37.05
506,37.3
506.5,37.3
507,37.3
507.5,37.1
508,37.05
508.5,37.4
509,37.7
509.5,37.35
510,37.1
510.5,37.5
511,37.45
511.5,37.95
512,38
512.5,38.05
513,38.2
513.5,37.85
514,37.9
514.5,37.5
515,37.25
515.5,37.6
516,37.55
516.5,37.6
517,37.65
517.5,37.2
518,37.15
518.5,37.75
519,38.05
519.5,37.8
520,37.5
520.5,37.75
521,37.95
521.5,37.85
522,37.95
522.5,37.9
523,37.55
523.5,37.75
524,38
524.5,37.8
525,37.55
525.5,37.3
526,37.2
526.5,37.9
527,37.85
527.5,38.05
528,38.4
528.5,38.45
529,38.5
529.5,38.75
530,38.45
530.5,38.65
531,38.75
531.5,38.75
532,39.05
532.5,39.35
533,39.3
533.5,39
534,38.45
534.5,37.9
535,38.15
535.5,38.25
536,38.15
536.5,38.05
537,37.65
537.5,37.7
538,37.45
538.5,37.25
539,37.25
539.5,37.75
540,37.8
540.5,37.45
541,37.25
541.5,37.1
542,37
542.5,37.05
543,37.3
543.5,37.4
544,37.7
544.5,37.65
545,37.65
545.5,37.45
546,37.15
546.5,37.1
547,37.3
547.5,37.45
548,37.45
548.5,37.35
549,37.65
549.5,37.7
550,37.95
550.5,37.9
551,37.85
551.5,37.85
552,37.8
552.5,37.4
553,36.95
553.5,36.6
554,36.25
554.5,36.1
555,36.05
555.5,36.45
556,36.75
556.5,36.55
557,36.2
557.5,35.9
558,36.05
558.5,36.4
559,36.9
559.5,37
560,36.9
560.5,37.15
561,37.35
561.5,36.7
562,36.45
562.5,36.25
563,36.45
563.5,36.55
564,36.6
564.5,36.55
565,36.55
565.5,36.6
566,36.4
566.5,36.25
567,36.3
567.5,36.85
568,36.8
568.5,36.55
569,36.3
569.5,36.7
570,37.4
570.5,37.65
571,37.75
571.5,38.05
572,38.35
572.5,38.1
573,37.55
573.5,37.35
574,37.45
574.5,38.05
575,38.25
575.5,38.55
576,38.45
576.5,38.75
577,38.75
577.5,38.7
578,38.25
578.5,38.05
579,37.85
579.5,38.1
580,38.15
580.5,38.95
581,38.75
581.5,38.2
582,37.8
582.5,38.1
583,38.7
583.5,39.15
584,38.9
584.5,39.2
585,38.75
585.5,38.65
586,38.6
586.5,38.65
587,38.95
587.5,39.05
588,38.55
588.5,38.75
589,38.65
589.5,38.6
590,38.95
590.5,38.85
591,38.9
591.5,39
592,39.25
592.5,39.55
593,39.65
593.5,39.5
594,39.45
594.5,39.65
595,39.65
595.5,39.3
596,38.85
596.5,38.45
597,38.15
597.5,38.15
598,38.35
598.5,38.55
599,37.95
